sentiment,text
: ‘ ’ the ’ t to and http : ! #,1
scares me most about # : the people who break into storms of applause at misogyny & amp ; crazy talk .,0
"@ : just published “ fights , and ” # cartoon roundup . https :",0
@ : are afraid of because she is articulate and smart and pro-life . woman like that threatens them . #,0
@ @ completely agree . # feed on was a joke .,0
"@ : 's answer on his businesses so far is the certifiable disaster of the night , right after his `` buy influence ''",0
@ where are your manners ? #,0
@ : . @ is winning . takeaways from the # . http : # # sayfie # tcot # …,1
@ : would add to the losers category because ca n't remember anything he said . # https :,0
about @ . people should hear more from this guy . me at the # #,1
@ # ? you being tone deaf deliberately ? you not in on the blow back @ & amp ; 'm a fan !,0
`` @ : got it . looks like from # . # http : '' @,0
"@ : only # comment : 're unanimous re : defunding women 's health care , & amp ; killing nuclear deal - prefer a",0
should you do the day after last night 's # ? @,1
@ : `` will look back at us and call us barbarians . '' @ talking about 's killing of,0
@ 's the real illegal alien # - on & amp ; the https : via @,0
you know that @ graduated from # # # ? did n't know now ! # # #,1
@ : the mock presidential election closing statements on @ were better than these train wrecks #,0
photos of eating bacon off a semiautomatic is gayer than any same sex wedding . # gop # # tcot,0
@ : # priorities : : : white again : #,0
@ mynor : is 's 's biggest night . # #,1
@ : is so against all abortion ( even in case of ) where is the support after the birth ?,0
@ : : 's disgusting `` drop to your knees '' comment ( mentioned @ # http : # # fb,0
# has me questioning my sexuality . # candidate to mention cyber security with regard to and,0
@ washingtonpost @ @ did to @ was mean-spirited . should boycott her show ! #,0
@ advocating for domestic spying via the and abandoning the amendment in the # . # seriously,0
@ : wanted to say good luck to all the # candidates taking the stage shortly for the at .,1
@ : # would be over by now if @ could just pull out a gun and shoot . it 's what she wants,0
"@ : # : , you ca n't run independent ! 'll lose ! : last pick said http : was …",0
@ this was n't a debate . all `` '' were pathetic . attempted to do interviews instead of conduct the # . #,0
@ : it me or was # asking more personal attack type questions to @ ? cool .,0
@ : says the most important thing is a brain . the field disqualified . #,0
liberal media is n't reporting this debate in a neutral way ; see so much bias that is sadly transparent #,0
@ : different pictures . different subjects . very obvious similarity . # http :,0
@ : forbid any of the candidates win in . a woman fear for women if any of those men take power . #,0
@ : hoped that @ would have had a productive # to weed out candidates and not a blood bath for,0
@ : hour minutes of # without a drink . there a special chip for that ?,0
# @ your country does n't make your top ? # unpatriotic,0
"# is 's soundtrack . # is gone , and the # was well , it existed . # nostalgic and # sad .",0
@ : 'm pretty sure that even # 's weave is embarrassed about what 's happening on stage right now . #,0
"# honored # appointment to be unbiased moderator for # . , she played her ` ` role instead .",0
anybody see 's face when mentioned # last night ? horror . #,0
@ : # blacklists individuals and companies that buck their orthodoxy or offer any measures to reduce gun violence #,0
seems pretty chill . #,1
won # ? real question is who 's # . # # #,0
@ : `` is not a '' ~ @ # #,0
"keeps hammering , according to plan , how great was last do n't remember a word she said . #",0
@ : short : fail . 'm proud ran a casino into the ground . me to make equally smart decisions for the,0
"@ : 'm actually disappointed # # a journalist & amp ; attorney , expected bs",0
"you close your eyes , and are actually the same person @ # #",0
"substance , bested . http : # # #",1
@ 's the real illegal alien # - on & amp ; the https : via @,0
"'m going to have a stroke if read , see or hear the word `` rhetoric '' one more time . . #",0
a great # ! think the won the whole thing . have some great candidates !,1
@ # should have been objective your bias got in the way can only wonder who 's agenda you were carrying out #,0
@ : # # extremist . by @ http : #,0
# showed # # # # # # on like the # http :,1
's is a crazy white dude in a darkened theater . are out to destroy us . #,0
yeah that 's right is still here #,0
seems to think # did a hit job on . #,0
yeah # @ @ @ # # # # # https :,1
"@ were the , the iceberg would sink . #",0
@ : picture of # http :,0
article about the craziness that was last night 's # https :,1
"@ : questions 'd ask at the # : . you nice to waiters ? . you have gay friends ? . , name them . …",0
# ! # showed quite plainly how prepared any of those men ( woman ) are lead nation . https :,0
do n't like @ but will defend her from any obnoxious buffoon calling her a bimbo and insulting women . #,1
do you earn a ? http : #,0
"@ . shoots the messenger , as he did with last night . be a habitual response of his . #",0
"@ : , , . . #",0
first executive order ? planned parenthood ! that 's the most important issue . . #,0
@ : course they ask the signature relations ' question . response ? # http :,0
@ : `` about 's cut to commercial . '' #,0
now we 'll move to talk about racial issues in #,0
@ : @ was the best of the best # . am twice the man that you could ever be ! # http :,0
@ : closing statement . # http :,0
"@ : . @ : governor of , defunded # . created a culture of life in our state # http :",1
@ : 's a doctor . he can check the audience for a pulse . #,0
"@ : for @ , @ argues last night was a good night for @ : http : #",1
@ : . @ : closing statement was @ #,1
the national debt is increasing instead of decreasing ? @ and will solve this problem ! # #,0
@ : 's voicemail is going to be full of angry messages tomorrow . 's not making any friends on that stage,0
who have carefully avoided the # have finally heard comments in the lunchroom at work . #,0
@ : . @ @ @ @ `` @ : # : slogan : `` n't to,0
"night they could have have raised their hands . 'm a spoiled billionaire , 'm an oligarch , 'm a racist , 'm a religious nut #",0
@ 's a clip from # https :,0
. happened . # # # # teaparty # http :,0
"@ : is a manufactured hit job on , has no class and it 's transparent and pathetic , makes me sick . #",0
vs. conflict is quite the conundrum . ’ s like the personification of vs . . do root for ! ? ! #,0
@ : is the part of the debate when candidates pander to for his endorsement . #,0
are terrified they know a conservative will b next president & amp ; they wo n't be able to dismember babies & amp ; sell body parts . #,0
policy and the # or why # donaldtrump is winning . http :,1
'm still a little sick to my stomach from watching the debate . enough booze in the world to handle that monstrosity . #,0
@ : # should be staged with one chair too few . left standing banished to the fighting pits of .,0
is that rare instance when have to agree with @ . @ 's performance in the # will hurt him . @,0
@ : . @ instagram and @ facebook need to free the @ acct . # is a legitimate convo highlighting real concerns . #,0
", how dare that birch stand up for women 's issues ? much respect for @ now . # https :",0
"@ : made a # bingo card if anyone wants to play me , 've already got four squares so u better watch out http :",0
"@ : the news aisle , a salute to , @ and @ @ for smart , sharp , unflinching",1
@ : # screw you @ look up @ and see how transgender ppl serve this country in our military !,0
@ : . . . # # http :,1
did n't watch the # last night . this accurate ? http :,0
@ : optimistic is how feel the morning after . #,1
"@ : that was a giant , depressing hot mess . #",0
@ : @ # # @ @ @ http :,1
"@ : # , the was n't mentioned in the # . not shocking . 's why took 'em on . http :",0
should he ? 's already been said . apology be believable ? # https :,0
' http : # http :,0
@ : @ @ @ @ @ whether you support him or not . it was shameful . #,0
@ : takeaway is that 's going to privatize the military and hire the . #,0
"@ : `` you elect me , 'll be the best comic book villain president you 've ever seen ! '' - #",0
"# : , you ca n't run independent ! 'll lose ! : last pick said http : was a real live person .",0
"@ : was watching a political function , but feel like 've just been to church . not in a good way . # #",0
@ : more information visit http : # # # http :,0
"@ : claims `` did n't create . '' interrupts , `` did n't , but my brother did . '' #",0
"@ : . @ : you , was n't sure was going to to get to talk again # http :",1
's the real illegal alien # - on # & amp ; the https : via @,0
"only # comment : 're unanimous re : defunding women 's health care , & amp ; killing nuclear deal - prefer a military solution .",0
@ : @ #,0
@ : states have done what congress wo n't - closed background check loophole . need the next to #,0
@ : in ! # is from the # http :,1
# hates ? http :,0
@ : # http : #,0
lot of candidates are all about defending # but never mention take away a rapist 's parental rights #,0
@ : # https :,1
@ : the past six years we 've seen the results of the foreign policy . from behind is a disaster . #,1
@ : # and @ need an education on separation of church and state . http :,0
"@ : is positioning himself as all the fight and fury of , without the unpredictability . move . #",1
@ : won the # ? women .,0
@ : . @ calls party talk `` leverage . '' like extortion . me or 'll make you lose . # @,0
"@ : @ @ # trump said he was n't preparing & amp ; true enuff you could tell . # take run serious , …",0
@ : # and the islamophobia begins .,0
@ whaah @ & amp ; # foxnews was unfair to me should n't ask questions about what say #,0
@ : same . seriously though . # https :,0
@ @ @ @ @ whether you support him or not . it was shameful . #,0
"@ : 've seen a lot of campaign conservatives , but if we 're going to win in , we need a consistent conservative . # # …",1
", , and you-know-who won the search war http : @ #",1
"@ : disappointed in the questioning . aimed at provoking fights between , rather than learning what each candidate",0
@ : have no doubt # has the stones to lead this country in a better direction . #,1
the # this morning . 's incredibly clear that none of these people care about me at all .,0
"on his rhetoric , assume when looks at , he sees . #",0
invites to his ( ) wedding but blasts the debate . he 's a `` '' ? ? ? #,0
@ : shut @ acct for posting real quotes from # # . tell they 're on,0
@ : got idea from of . #,0
@ : : has blessed the with some very kind candidates . ca n't even find one . #,1
@ : # was more of reality `` who is n't qualified to be '' @ @ @ @,0
"@ : , the `` tell it like it is '' guy , ca n't handle some tough questions that point out his utter hypocrisy . …",0
winner & amp ; loser of # ? @ : ; & amp ; live streaming . @ & amp ; @ http :,0
@ @ @ try not lying about your - appointment . #,0
@ : so u want us to build a wall #,0
@ : violence costs $ annually # # gunsense,0
"sometimes do n't like @ 's character , he 's still the only candidate calling it like it is . # # ycot",1
# # had the best zinger of the night `` how fortunate we are to have so many good candidates while the have none !,1
@ : know what makes pushing being through my vaginal canal seem less appealing ? telling me it 's my duty as a woman # …,0
@ : # http :,0
"@ : @ @ google education in and get , well , educated on education . @ # @",0
@ : prison costs for people who commit assault and homicide using guns costs $ billion a year # #,0
admit science is real . is this even news ? ! ! #,0
night # signed off from # he killed birds with one stone : # on # . need to further comment on them,0
@ same thing . did mention her firing in one of his recent . he did n't diss her @ # .,0
"@ : , rice , and all died in state and he dodged the police brutality question . #",0
@ the heck is ? #,0
@ : focus group actually likes as a person and a not as a candidate . # http :,0
@ : # # : http : # http :,0
@ : won the # ? & amp ; bankers . lost ? rest of us . # http : http :,0
. @ @ @ the new . blundered badly . exposed themselves . #,0
: the of ‘ ’ - http : # #,0
"genuinely impressed by @ . for your thoughtful questions on women , foreign policy , and race #",1
's ! # # http :,0
@ : can say `` hate the concept of abortion '' because he 'll . #,0
"@ : you want to finish , you . fed the troll a banquet . #",0
@ # winner in my book ! # dale # cuban,1
stopped at because they could n't fit any more in the clown car . #,0
@ : trust # trans solider @ to protect my freedom over @ any day . # # http :,1
"@ : # knows what she 's doing . your opponents weakness , name your own , state what she , ask for …",1
@ : agree with @ . helped himself the most . http : @ politico #,1
@ : [ voice ] ? #,0
@ : the fact that it . was literally pundits saying `` remember the time you said ? how bout …,0
msnbc : and feud in tense national security face-off at # : … http :,0
@ : the candidates are going to their after the debate . # #,0
@ : can conservatives a that that is # tcot # ccot #,0
"# # take on the last night : , , , !",0
@ 'm a liberal and was ecstatic . was hands down the best reality show 've ever seen . #,0
@ was targeted by @ in a biased attack choice but b on defens not offer any real #,1
"@ : ! @ : 'd like a `` culture of life '' too , like not getting shot by police . # #",0
. # http :,1
read @ 's early morning rants . . are reasons why it 's not recommended to mix drugs and alcohol . #,0
@ : `` for . '' @ 's take on the # : http :,1
@ : are a joke . #,0
& amp ; in the # | http : by @ # tcot # # # http :,0
@ : : `` need to banish the of ! ca n't have voters being educated ! ! '' #,0
"@ says , for t sake of # argument , # , she means it & amp ; no one does it better . # #",1
"the exasperated look on 's face during # . 's like he kept thinking , `` the only one who is taking this seriously ? ''",0
"@ : `` 'm a different kind of '' - @ # really is and he needs to show that contrast , instead of",1
than `` ! '' #,0
"@ : , may be the only brain surgeon who has performed a lobotomy on himself . #",0
! true of most religions : women are unclean sexual & amp ; men are hapless victims # religion # https :,0
"@ : and administrations proposed law to close , but # fought against any efforts to close it #",0
# a in # / http : read at @ with input from @,0
@ that 's not a zinger . women like human beings is n't political correctness . #,0
@ on @ 's posterior and his childish comeback was a `` where were you when ? '' #,0
@ : ! # @ attacked @ from the start . nothing fair and balanced . #,0
@ : perfect remedy for a # hangover is to # @ @ @ @ @ @,1
"@ : past years , military has endured suicide epidemic among troops ; more than of deaths involved guns #",0
. @ # # @ # # # http : # #,1
@ : consensus seems to be that @ blew it 's chance at hosting a # . moderators blew it their questions .,0
"morning 's @ recap of the elephants in the room , was the best recap of all time # # http :",0
@ 's the real illegal alien # - on & amp ; the https : via @,0
"brings on someone from to express how `` disappointed '' she is in the # . other news , dog bites man .",0
"@ : 's flaunting of wealth has literally nothing to do with having good ideas and being a good leader , its just gross . #",0
@ : # #,0
@ : . @ @ & amp ; looked fabulous while doing it ! # # @ @ @,1
"@ : means terrorists can pass background check and buy gun from licensed gun dealer , online or at gun show #",0
@ : must rein in . call on every candidate to commit to these four principles . # # http :,1
makes me mad when the moderators intentionally turn the debate personal with attacks and gotcha questions . #,0
"@ : 's ted # unfair . for , kasich , . @ getting unfair questions",0
@ : candidates discussing illegal immigration are pure theater . theater creates jobs . #,0
is getting boring . bring up the gays or harpoon @ or something . #,0
"@ : here come the candidates , arriving now for # http :",0
: other civilized ( interpret that how you will ) nations allow their elections to turn into such a circus of clowns ? #,0
@ @ 's @ # # morningjoe http :,0
"@ : : you know what happens when we have low education standards ? # , that 's what .",0
"% . do like the soundtrack a lot . # : , http :",0
@ : if the media had treated liked journalists treated ? http : # #,0
@ : assesment of @ 's # performance `` himself matter again . '' # http :,1
@ : 's : @ #,1
@ : was a conspiracy guy 'd say wants to hurt by asking him questions and hurt by asking him,0
@ : 's like satire had relations with sketch comedy . #,0
"thing you can say about the # last night , # pretty much screwed himself of any chance of becoming -",0
can you deny the existence of something that shaped the country you 're planning to run ? # # #,0
@ did you lie about your date during # ? easy to fact,0
@ : for to declare that he is god #,0
. . . . is a pure ! can not let this become president ! #,0
`` were the first state to do a license plate '' ! little want a gold star ? and give mommy a hug ! ! ! #,0
"@ : real voice of the # in the # was @ . @ do n't be mad , he 's only parroting what you",0
tried to watch the # last night but kept hearing farting noises .,0
like senator # #,1
@ view this as a schoolyard bully who ca n't function in a normal society . #,0
# have ? moves to the now and goes to the debate ?,0
@ : ( @ ) : are a people without a ! # @,0
@ : much did pay @ to moderate tonights debate ? # @ http :,0
'm surprised was at either debate . thought his ankle bracelet had a boundary . #,0
@ : this isn ’ t a “ ” debate . is a “ ” debate . is still standing . #,1
@ : @ 'm listening now . were amazing last night ! # girlpower #,1
shit son @ got told to stfu # hahahahaha,0
because someone can tap into anger does n't mean he can create the right fight weary of the dividers at the top # #,0
credit where it 's due : thought all three # moderators did a great job . took it to the candidates .,1
"loathe , kudos to going after `` , '' the misogynistic , bloviating , xenophobic , carnival barker . #",0
@ : on & amp ; is tired of the shining #,0
@ : “ do n't have time for tone we have to go out and get the job ” # http :,1
"@ deray : is absolutely out of control . , please send the clip of him sharing , `` am saying ? '' to the moderator . #",0
@ : 's clear @ is boosting @ . ! one even likes him ! ! # # ? ? ?,0
"@ hates strong , independent , women . 'm shocked he does n't tell his daughter to put a dick in her mouth & amp ; hush #",0
"@ : # was a hot mess & amp ; # gets some blame but this was a setup by # to crush # , ignore # & amp ; prop up #",0
@ : `` 've not seen any # immigration proposal or plan from @ '' @ of @ #,0
watching the # - today feel proud to be an & amp ; have @ as my champion & amp ; leader . #,1
"@ : # , n't 's . @ http : …",0
@ : helped 's # https :,0
"@ : @ foxnews debate was about pushing trump down , lifting up core and silencing . #",0
have always thought of myself as having average intelligence but after watching last night ’ s # feel like a genius . sad .,0
glad people finally appreciate honesty . 've got all the honesty you can handle and the battle scars to prove it . #,1
after last nights # debates this movie just popped into my head for some reason # # http :,0
@ big loser of last night . & amp ; unapologetic position of violating constitutional not winning msg #,0
@ : n't want to run third party ? n't give his supporters a reason to feel aggrieved . blown . #,0
@ : are wrong : can grow this economy and create jobs . http : #,1
@ : @ debate moderators were very unprofessional in their handling of this debate . now act like @ and @ msnbc #,0
"`` you find mush , you push '' agree with from @ about that being a great motto in life ! ( from last night 's # )",0
"the # , 'm all # ! http :",1
"& amp ; co drew type viewership for # , wins again .",1
"@ : attended @ & amp ; @ 's announcements , assure you both mentioned illegal immigration as a",1
and feud in tense national security face-off at # : http : ( ) …,0
@ : 'm getting a lot of @ tonight . #,0
really think a @ @ alliance is in order ! would be a political powerhouse ! # # #,1
@ : @ @ seemed to want cult of personality ratings over substance during the @ # debate # @ …,0
@ : trans rights no education reform no minimum wage reform no police brutality no healthcare reform ! !,0
@ : # ’ s in # | http : | http : # #,1
can you purport to be ( `` '' ) yet verbally eviscerate your opponents ? #,0
@ : lol ! course you do . '' @ : think @ won # ! '' # tcot,0
@ : the country is fucking doomed ! of the # candidates are evil . hope get to work by the barn instead,0
did n't think a single candidate distinguished themselves last night & amp ; think did what expected more of the same . #,0
@ : shocking photo taken in the sewers in after the # last night . http :,0
"@ : , hope the field gets smaller soon http : # # # http :",0
@ gave the only intelligent answer on entitlements last night and he only got % of it right . #,1
@ : they cut to a wider shot you 'd see @ chrisbrown @ and . #,0
"@ : # calls men `` , , , ’ get back to me ! # https :",0
"@ : we hear about # infrastructure , let alone # water infrastructure in # ? us your plan for investing in …",0
@ : impressed with and tonight #,1
@ : when @ gave @ # more respect than any # candidate . @,0
"@ pointed out , # had a huge audience of ready to learn . we learned was mostly just scary . best , tone deaf .",0
@ : best closing statement was `` @ `` #,1
@ : photo that ended # 's presidential hopes . # # bat # nea # # edchat http :,0
@ : only debate anyone really cares about @ # @ @ # http : …,0
got by @ and what does he do like a `` mamas boy '' and calls her a bimbo . # #,0
world is changing too fast for them . #,0
. @ retweets users calling @ a `` bimbo '' and `` unbecoming '' after # http :,0
@ : # # crumbling below our communities . will you do to protect our future ? http :,0
wish there was more in the # when the candidates called out as not being helpful to . http :,0
"@ : # blasts sanctuary cities , then finds he has four under his own nose in # . # # fail # http : …",0
# http :,0
"you were n't following @ last night , your # was significantly less awesome .",0
"@ : : you 've called women fat pigs , etc . # audience : ha ha ha . ? is wrong with these people ? #",0
post ! http : @ shines # # trump # bush # carson # fiorina #,1
'm thoroughly disgusted by the abysmal performance demonstrated last night by # . owe each candidate an apology . #,0
: ' http : ! #,1
@ : calling @ 's performance at # ' http : # #,1
"@ : @ is a bimbo , as @ says , should n't he have had a super easy time answering her questions ? …",0
"# rpt he liked # # . , try livin down here in # & amp ; how much u like him # : (",0
"@ : “ , your ears look like large oysters . ” #",0
"@ : wakes up with a huge hangover , a splitting headache and no idea why it 's in bed with . # …",0
"away from the # coverage last night , shouting",0
crap ! & gt ; http : ~ this lady is as sharp as it gets & gt ; @ ~ watch out boys ! #,1
@ : # has had credit downgrades in just years under # . # # #,0
@ @ @ @ # # gets speaking time http :,0
all i learned from # is that @ is a sexist pig shock value for the that debate was dumb,0
"@ : abortion is murder to , but when cops keep abusing the system and murdering black people wan na be quiet ? # …",0
"best answers from yesterday , in substance and style , came from @ , bar none . # #",1
"'s this for an accurate description of our system ? https : . # illustrated this in a wonderful , scary fashion",0
lol ! course you do . '' @ : think @ won # ! '' # tcot,0
@ : pledge to oppose amnesty & amp ; government benefits for illegal immigrants who violated our laws . http : …,1
@ : first debate over . hands down @ is my pick for ! # http :,1
"face bullies around at the debate . 'm rich & amp ; loud & amp ; do what want , if can get away with it ! #",0
@ : # drew million viewers . primary debate has ever attracted anything like this --,1
addressed once at either # # http :,0
"@ : , # is going to have # on after # # supporter & amp ; we should",0
"@ see you missed the point , know how comprehension is a problem for you types ! https : @ #",0
best person in the was n't even in the # . stupid enough to leave out of next prime time debate ?,0
@ is very biased or she was paid off to assassinate @ during the # #,0
@ bustle : the # comments on gay marriage like http :,0
@ @ # loved this quote and how true it is ! ! ! http :,1
% of homes with sets tuned in to # . . http :,1
@ exposed the fact that every other candidate is nothing more than the puppet of their wealthy benefactors ! #,1
"@ tried hard to torpedo , from the opening question to ques abt his remarks abt women . # also 's piece",0
@ 'm listening now . were amazing last night ! # girlpower #,1
"real voice of the # in the # was @ . @ do n't be mad , he 's only parroting what you have been sying .",0
". @ , @ : `` was the star of the focus group show . he spoke , the feedback soared . '' #",1
"me see who else ? , ? similar . #",0
"@ : of lost insurance because of # , but not . ca n't claw away those benefits ! #",0
@ : `` military is about killing people '' is pro-life # http :,0
"@ : has had very little mic time , but he 's made good use of his time . # #",1
@ : 's the part where they all try to prove that they 're each the biggest misogynist . #,0
highlights from last night 's # makes me cringe . can say is,0
. @ part of 's opening -- his reporting the backlash against @ . 've forgotten their audience #,0
-- # at the https :,0
@ : showed he did n't belong but did a favor . ratings & amp ; he brought out personalities and ideas of other,1
"@ : donald says everyone is stupid and says everyone is an uninformed , useful idiot we are all worthy # …",0
think all the candidates have a secret crush on because they were trashing talking her so much . #,0
forgot # was running until saw the # . #,0
is my favorite quote of the # is the only point @ needed to make . https :,1
": , was throwing his hat in the # ring by coming out on the side of the # http :",0
@ : wish someone would ask if he thinks black lives matter . ( guarantee he would answer that all lives matter . ) #,0
@ : shows they did it wrong . need to fix that ! @ @ # https :,0
"@ : . warmongering and blatant transphobia in the same sentence ? , . #",0
makes me feel better about # # https :,0
@ : `` am proud to embrace the agenda & amp ; expand government in . '' # # # tcot # teaparty @ gop,0
"last night 's # , all presidential debates should just be rich corporate 's , as they run the government anyway # transparency",0
when raises his hand and the audience goes crazy . #,1
"does the deep dive , survives with nothing but flesh wounds to his grammar # http : via @",0
http : # http :,0
@ : https : # topprog #,0
@ : heres a photo of a puppy eating a shoe to take your mind off talking about a womans vagina # http :,0
"@ : # is intrusive , invasive , unaccountable , & amp ; out-of-control . must be abolished , . #",1
@ : photo from the big # # last night : http : # teaparty @ @,0
took the temperature of 's bars for all you who watched the # in the comfort of your own home last night http :,0
"@ : changed party times ! ego , not # # tcot # # ycot # # ccot # teaparty http :",0
# last night was a joke . ca n't wrap my head around that circus .,0
@ 's the real illegal alien # - on & amp ; the https : via @,0
@ : the most in tonight 's # - . enough amateur hour . # @,1
@ : # 's on top ! @ ! ! # and @ keep on the air ! http :,1
"@ : we did n't hear tonight — ideas that support the middle class , women , students , or . # #",0
@ : # # promised they would be calling on @ a lot more guess she embellished that,0
@ gained over followers in hours simply for live tweeting the # . he must have something to say . #,0
@ : big problem this country has is political correctness # trump # #,0
@ sure why people are giving you and the panel so much heat - thought you guys were brutally fair and professional #,1
@ : has done enough lying and stealing – will protect & amp ; . http : #,1
did any of the `` win '' last night 's # ? ! a single one of them offered a value or criterion for the round ! #,0
@ : n't ! ! just blamed for what his brother did in . # # #,0
"the # last night , which is very unlike me . like a complete joke with on stage . ? !",0
. @ rule changes for the next # . every time you hear the following : # - `` amnesty '' and # - `` radical . '',0
"# remains at the top of the polls ! what is wrong with people ! # did well . # `` fat pig '' ,",0
@ : believe the people are looking for someone to speak the truth https : # #,1
"( owner of ) partnered to host the # , and then silenced critics of the candidates . https :",0
@ live tweeting the # helps it go down a little easier . so much insanity .,0
@ : think won this debate . #,0
@ : # # some ! dish it out but ca n't take it . @,0
"did fine in the # . spectacular , but good enough . 's in the post-debate he 's killing himself .",0
"@ : “ is the most generous country in the world when it comes to immigration , ” says . , that ’ s the problem . #",0
"the only outcome of the # is that is a domineering boor , replace one of the old guys in suits with a monkey next time .",0
"@ n't be misled . was like a tweet party . # , on the other hand , would have been incredible .",1
news : @ buying # ? say that would be hilarious # trump #,0
@ : to hear all the candidates at the # talk about sending more troops to war with no mention of how to care,0
@ : 'll protect & amp ; . 'll kill anything posing a threat to the promises we 've made our seniors . #,1
@ : # built massive database of gun owners while opposing national gun registry http : # #,0
@ : # should drop a mixtape called `` ; '' and feature @ on the title track #,0
@ : # # : @ is not watching tonight 's # . http :,0
@ : shade . # http :,0
"@ : , candidates wear shock collars & amp ; if they mention @ or @ - shocked . put me in charge …",0
"recording of the # . reality , this is primetime comedy gold . # politics",0
"“ @ : : says is the largest retailer , but it ’ s not # http : ” : mouth wth legs",0
"@ : . @ and @ with a great look at @ 's record in . , after # .",1
a circus that was ! # https :,0
up at @ summary of the # http :,1
". @ had bad night , should 've asked @ important questions , how will he stop # https :",0
# was the worst episode 've seen in years .,0
"of the does n't know the difference between being a & amp ; a , but called someone a `` fat pig . '' #",0
@ : # : @ presents false @ choice bet # war & amp ; # appeasement . # analyses @ http :,0
@ : ! 's youth has the right idea do n't cha think ? ; ) # # @ http :,1
@ : the correct response at last night 's # would 've been : `` faith is a personal matter & amp ; unrelated to my aptitude …,0
@ : `` the military 's favorite song is by '' - @ #,0
@ : . @ has complete control of # stage tonight @ @ # # http :,1
@ : columnist praises @ # # : http :,0
@ : in and mention of # our finest avian president . # # # http :,0
best way to denigrate whorehouse of a network is to refer to it as `` . '' from real news . #,0
not willing to place objective reality ahead of lunatic liberal ideology is no friend to those resisting progressivism . #,0
"@ : small window into # trump tonight . has a soft side . `` nice , class act , respectful & amp ; fair '' matters to him . #",1
"@ : : `` , you 've stalked and savagely murdered '' . : `` my ex-wife . '' roars with laughter ,",0
@ : 'm sure it 's not easy to moderate such a big group so congrats to @ @ and @ . #,0
@ : best part of the tonight ? all the governors take credit for the economic progress under 's,0
only way the # could have been crazier is if jumped up and pulled @ `` s hair . @ #,0
@ : ! is wrappin ' up with bang ! #,1
@ : we 're going to talk about 's bankruptcies but not 's tenure at ? . #,0
", this tweet was way funny . # # womenshealth # http :",0
"- from political and corporate leaders is what a nation 's struggling economy needs , not entertaining ! ! #",0
up on some of last night ; s # : majority of the questions are on flip-flop positions that span across years .,0
# in a nutshell via http :,0
@ : @ an ? # #,0
line of # was `` without assimilation is invasion . '' that ?,0
@ : @ # a lovefest for party . was n't just @ but all producers involved in,0
@ : @ 's & amp ; arrogance continues after @ # . http : http :,0
@ : # candidates support # → http : ( standout in graphic ) http : …,0
@ : @ # last night was good . @ & amp ; surprisingly @ brought the fireworks .,1
"@ : was striking ? @ anchors knew to hit candidates hard , tho ’ do opposite on their shows . #",0
! @ : # : ? https : via @,1
`` 've not seen any # immigration proposal or plan from @ '' @ of @ #,0
"@ : , u ca n't blame this one on . blood is on your brother 's hands . #",0
would see it as radical but liked @ idea of using and amendments to stop abortion #,1
"@ : # used to be a fan of @ , not anymore . is laughing while attacking candidates . #",0
@ : news media is broken #,0
# should drop a mixtape called `` ; '' and feature @ on the title track #,0
"@ : bringing humor to # but end of day is still the anti-woman , anti-immigrant , ,",0
"@ : for you , , calling an idiot right off the bat . #",0
@ : . @ : has blessed with some very good candidates and can ’ t even find one . #,1
. @ 's @ # # morningjoe http :,0
"@ , @ @ & amp ; acted like @ `` reporters . '' # @",0
"@ : . @ : & amp ; hair don ’ t make people who they are . a neurosurgeon , operate on who they are . #",0
@ : # & amp ; # made # interesting # # # # # #,1
@ : response when @ tried to call @ a sexist : `` ! '' #,0
", because there were a lot of sexist pigs in the audience . # https :",0
the debate from last night makes me want to laugh and punch somebody in the face at the same time #,0
# says on the one hand everyone is too . when hurt feelings he might not be nice to anymore .,0
watching the # for entertainment purposes them candidates made my nerves bad #,0
"you missed last night 's # , here 's the only recap video you need to watch . https :",0
"the # , we primary voters are none the wiser on the policy plans these folks are putting forth . fail .",0
. @ totally dominates @ and @ # polls # @ http :,1
@ : many of you feel your is lower after watching that debate ? . #,0
"@ : # was awful , no wonder her ratings are tanking . # https :",0
debate last night #,1
"main thing got from was he needs a hat , and he does n't speak well . #",0
"@ : `` have to make our country great again and will do that ! '' , who still ca n't quite explain . #",0
@ : & amp ; #,0
@ : commentary from debate moderators apparently `` opened a can '' or something . . #,0
@ : question on $ for the # and moved on .,0
# @ more on the earlier debate and @ 's stand out performance # outnumbered http :,0
"# ’ debate will be different . will debate herself , changing her mask every minutes # satire",0
@ : that ? # question . mention in # 's response . break : # . #,0
calling @ a bimbo is reprehensible . is about choosing a candidate for president the hour . #,0
@ : with hating on for being misogynist ! to the part where these guys debate whether is,0
@ : to trans people are just experiments . is the century where rights are a thing . #,0
think donald trump is hilarious #,0
guy from calling somebody `` '' is curious . #,0
@ : ! night during the # @ gained and changed her name to ! # tcot http :,0
"opinions on the real issues . not . was n't laughing so hard , 'd be crying . # # http :",0
# official soundtrack https :,0
@ : showed were more into themselves than # http :,0
"# was very , how can put this politely , macho ? who argue about penis size generally have small ones . http :",0
@ : white noise machine is just the sound of the candidates arguing at the # .,0
the # like http :,0
@ : : have successfully lied and cheated and manipulated for personal gain . pick me ! # #,0
"@ : to @ , landslide winner of last night 's # . job moderating that thing .",1
", @ call the middle east ' http : # # http :",0
"@ : other news , the bar just got very busy after the # ended . guess everyone needed a drink after that mess .",0
