text,sentiment
RT @HeyHayward: EXCLUSIVE: Trump reveals renderings for border wall #GOPDebate http://t.co/ZLxsFcQAMr,0
"#GOPDebate #FOXNews anchors must not have been getting invites to the ""cool"" DC parties .",0
RT @svme: Did Donald endorse Ben Carson when he said this country needs someone with a brain? #BATsAsk #GOPDebate,0
"RT @shannonrwatts: CDC funding for firearm injury prevention fell 96 percent, down to $100,000, from 1996 to 2013 http://t.co/hxkZueE2Uf #G…",0
Right: the big problem in US is political correctness...and not cops killing citizens or women being denied basic health care. #GOPDebate,0
"#gopdebate 
Trump says it's FUN to call women animals. 
THAT audience APPLAUDED his misogyny. 
Outrageous! All Republicans are misogynists.",0
Bitch betta have my social security money. #pimps #GOPDebate,0
Political junkies are worse than football fans. One poor debate and suddenly that guy isn't going to the Super Bowl. #GOPDebate,0
"@BarbaraBoxer on #GOPDebate ""I never heard the words income inequality, equal pay or climate change."" Gonna miss her but ready for Kamala",0
"women, serving openly gay and now #transgender in the military are just social experiments according to @GovMikeHuckabee #GOPDebate #late",0
"RT @Brenkoski: She @megynkelly is a horrible commentator  @FoxNews did a terrible job last night, very DISAPPOINTING! #GOPDebate  https://t…",0
So are we all drunk now? #GOPDebate #2016,0
There are grown ass adult women on the Right who seem to enjoy being treated like incompetent children. #PlannedParenthood #GOPDebate,0
All of my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate I like a Rubio-Kasich ticket!,1
Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny look #GOPDebate,0
RT @chrisgeidner: First mention of Ferguson and Baltimore comes in Rand Paul's closing. #GOPDebate,0
@politicalAnt Who's the real illegal alien #GOPDEbate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,0
"RT @greysonchance: Watching the #GOPDebate with my parents. Different generational views, but we can still laugh at Trump together. http://…",0
RT @TomBradysEgo: He got my vote #GOPDebate http://t.co/XMFPoYhcN1,1
RT @ctmommy: Great. Even more people saw hack @megynkelly at #GOPdebate: Early numbers suggest record audience http://t.co/IIl0XF6T3p @foxN…,0
"The most offensive, confusing, hilarious, &amp; wild moments #GOPDebate http://t.co/kJMyy04bnH http://t.co/a4ZOV5eKOt h/t @VanityFair @morgfair",0
RT @_mattybswag: I honestly think that Key Club candidates are more well-spoken than some of these. #GOPDebate,0
How is playing nice with the opposite party an insult...apparently cooperation isn't a leadership trait anymore #GOPDebate,0
RT @JohnJohnsonson: Ten rich white guys promise to stop poor young black women getting an abortion. #GOPDebate,0
@HalftimeReport the smartest people sound like drunk uncles when limited to 140characters #twitter #GOPdebate #joshbrown,0
"Meanwhile, Ted Cruz wants to limit immigration. I guess after him, fuck everyone else, right? #GOPDebate #Canadian",0
RT @warriorwoman91: Carly Declared Winner by Many at the first #GOPdebate http://t.co/82iEpzFJOm,1
"RT @MartinOMalley: In Maryland, we didn’t wait for the federal gov to act, we passed our own DREAM Act. #WWOMD #GOPDebate
https://t.co/tWLK…",0
RT @KurtSchlichter: Nice Dr Carson. Nice. #GOPDebate,1
RT @SteveAmiri: HOW IS JEFF DUNHAM WORKING SO MANY PUPPETS AT ONCE?!?! #GOPDebate,0
@marcorubio did a fantastic job showing why @MarcoRubio_2016 is the only way to go. #GOPDebate #Rubio2016 #letsgo http://t.co/JGnN2f5qo2,1
"Though not the clear winner from last night's #GOPDebate, @JohnKasich search on Google spiked in 24 hours. http://t.co/6smJVSAeHX",1
"RT @WayneDupreeShow: @FoxNews is still trying 2 destroy @RealDonaldTrump huh?

Guess they have to cover up why they only spent 1:30 on race…",0
"RT @DamienFahey: If Marco Rubio does a good job answering tonight, his mom says they can stop for pizza on the way home. #GOPDebate",0
#GOPDebate was pure propaganda hope CNN can provide a forum to hear views.  Fox News Moderators = haters,0
#GOPDebate Did #foxnews actually ask a political issue question last night?,0
"RT @dawnintheworld: @ChrisChristie you HUG?  I thought you only punched. Or, guess that's just teachers. #BATsAsk #GopDebate @BadassTeacher…",0
@JohnKasich ate @JebBush's lunch last nite. You get the compassion and moderation without the Bush name. #Election2016 #GOPDebate,1
"RT @svme: @HuffPostPol @ChrisChristie When doing a CNN interview, you can blow hot air about attacking women. Did you mean it? #GOPDebate #…",0
RT @warriorwoman91: I love how @megynkelly who holds the highest position of any media figure on Fox is asking questions about a Repub war …,1
God was mentioned in #GOPDebate more than twice the time the constitution did.,0
He won that debate but if you are even considering voting for that piece of trash you need to be evaluated. #GOPDebate #Trump,0
"If you listen closely,all the Repub. candidates r talking the same nonsense as Trump. .@NYTimeskrugman: http://t.co/KQemVNMXja 
#GOPDebate",0
"During the #GOPDebate, @megynkelly used biased personal attacks on @realDonaldTrump. We wanted to hear legitimate questions. Shameful.",0
In the @AP factcheck of the #GOPDebate Jeb Bush appears to come off looking the worst... http://t.co/IrZVUGgYCu http://t.co/6EhHQjEYG2,0
RT @GregAbbott_TX: Dear @FoxNews: I could create millions of jobs &amp; a 4% growth rate by eliminating ObamaCare gutting EPA &amp; repealing Dodd-…,0
RT @shannonrwatts: The repeal of an #NRA-backed military gag-order contributed to a 22% decline in military suicides in 2013 #GOPdebate #gu…,0
"The only thing that could've made last night's #GOPDebate more amusing would have been:

#CowBells!

#MoreCowBells http://t.co/F76MsA5b8t",0
You forgot to mention the thousands killed by the rise in  GMO Manbearpig attacks @WhiteHouse #GOPDebate,0
"RT @KonaLowell: Republican audience loudly cheering inhumanity, warmongering, lies and racism with wild abandon. So yeah, nothing new. #GOP…",0
RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,0
It's so funny trying to watch people act smart talking about the #GOPDebate when clearly they know nothing. 😂,0
"RT @svme: Not quite, Jeb. How about a little truth? http://t.co/M3VPNb1KnT #BATsAsk #GOPDebate",0
RT @RadioBear13: Who else is watching the new episode of The Biggest Loser on @FoxNews right now? #GOPDebate #TYTLive,0
"@FoxNews #GOPDebate In the end, impressed with questions and moderators.  Kudos to Fox News.",1
I don't think I've ever seen a bunch of dudes so afraid of one woman as during last night's debates. #GOPDebate,0
"Not only Mr. @realDonaldTrump 's polls are #1, but his Twitter followers are spiking up. #1stplace #trump #gopdebate http://t.co/Q9YXEH55EF",1
#GOPDebate - They dummies couldn't lead a circle jerk!,0
"Hmm, just found out that as CEO of HP, Carly Fiorina was fired and shipped 1000s of jobs oversea. Not good 4 economy. #GOPDebate",0
"@awyattman88 Hilary however can &amp; will win. It's why, at #GOPDebate she was the most talked about person.  They know they can't beat her!",0
"Someone at CNN said that last night's #GOPDebate should've ""gone full reality TV with celebrity judges and a gong."" Hilarious!",0
Fox &amp; executives' attempt to kill Trump's buzz/momentum could have had the opposite effect -- a 'martyr effect.' #GOPDebate,0
"RT @TheAtlanticVamp: I've said it before: if he talks to Rosie O'Donnell, and now Megyn Kelly, like that, imagine how he'd speak to Angela …",0
Advice to #GOP candidates in order of how I think they finished 2nd place Rand Paul Keep Swinging &amp; crying Constitution #gopdebate #tcot #p2,0
"RT @BreeNewsome: Donald Trump is the Nene Leaks of the Republican Party. READ, HONEY, READ. 😂 #GOPDebate",0
"Trump wants a ""big beautiful door"" in a wall for immigration. This door is on his fly. #GOPDebate #Wives",0
#GOPDebate @foxnewspolitics I was really looking for a debate of the candidates not an attack on Trump - #notfair #notbalanced,0
RT @ullikemike: #Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate  https:…,0
Who CARES @BernieSanders socialist COMMIE says n #GOP #FOXNEWSDEBATE!  His policies will destroy country! #gopdebate https://t.co/vtPrBB8J8l,0
"RT @ZeitgeistGhost: And the winner of the 1st #GOPDebate is.... @HillaryClinton !!!

What a mob of lying pandering jackasses ....",0
"Interest take on the aftermath of the first 2016 #GOPDebate
We're actually talking about who &amp; when a candidate looked presidential @cspanwj",0
"RT @VishalDisawar: .@realDonaldTrump - ""We need to keep illegals out"". How about we keep Donald Trump out. #GOPDebate #immigration",0
"If @realDonaldTrump is complaining about hard questions from a ""bimbo"" like @megynkelly, how is he to lead America? #GOPDebate",0
"Oh, and climate change? Crickets. #GOPDebate",0
"RT @palmaceiahome1: Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate",0
#GOPDebate is just embarrassing,0
I did like @FredToucher's #GOPDebate analysis where  some guy made a great impression and then couldn't think of his name.#Kasich,0
Ghana got swag  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timayatimaya  #AMAYANABO_cover  »» http://t.co/DRKtW64C1u,1
Where can I watch the #GOPDebate from last night (the 8pm one),1
Hard to take sides in the Donald Trump vs. Megyn Kelly dilemma when both are equally deplorable. #GOPDebate,0
"""Sad to think Russia, China likely know more about Hillary Clinton's email server than Congress"" - Scott Walker
#GOPDebate #quotes #truth",0
"RT @GetUpStandUp2: #BATSAsk where's the humanity? #GOPDebate I see humans, but little to no humanity. http://t.co/ecz8WovIki",0
@mitchellreports Trump is negotiating a deal w/ the GOP! He's leveraging by threatening to go 3rd party unless he's the nominee. #GOPDebate,0
"RT @mariaguido: GOD IS A WOMAN, AND SHE'S PISSED. #GOPDebate",0
"Sorry boys, but Huckabee and Carson dominated last night. #GOPDebate",1
The #macdebate may have been just as nonsensical but it did offer a more varied and colourful cast of characters than the #GOPDebate.,0
@megynkelly I'm so disappointed. I lost total respect for you and will no longer watch your show! @realDonaldTrump #GOPDebate #Trump2016,0
RT @DrZhivag0: I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Kar…,0
RT @summer4jul: Hmmm. GOP warmongers. What about poverty? Education? Jobs? #BATsAsk #GOPDebate,0
@megynkelly #KellyFile Ur inner @KarlRove was on full display at #GOPDebate against @realDonaldTrump. No wonder #CNN and #NYTimes loved it.,0
"RT @HayesBrown: Fact: Before Jeb was governor, Florida was run by a death cult. #GOPDebate",0
"RT @kristawelz: Raise your words, not your voice. It is rain 💧 that grows flowers 🌷, not thunder ⚡️. #edchat #GOPDebate #GOPDbate #edcampgl…",0
"I barely know how to manage my life,  but I think I have a good shot at running for president now.  #gopdebate",0
"RT @GordonPress: I would love a Fiorina, Rubio, Huckabee, Walker, Cruz debate. each has great strengths. Who's with me? #GOPDebate",1
@TwitchyTeam Why haven't I seen coverage on your site about the outrage over @megynkelly of @Foxnews during the #GOPDebate #InquiringMinds,0
RT @jessicahagy: A great primer for all the topics to avoid this Thanksgiving. #GOPDebate,0
"This has got to be a joke, right? Does one of these morons from the #GOPDebate really have a chance at being president? I'm actually scared.",0
"@daveohoots I've avoided the debates personally, the #GOPDebate just looked like a clown circus.",0
"RT @Gabby_Hoffman: .@tedcruz is the smartest, most underrated candidate up on stage. We should be looking to him for leadership. #GOPDebate",1
People of the #GOPDebate last night denying they support rape/incest exception like its a bad thing... #thisissobackwards,0
"RT @Eitanthegoalie: Imagining Fox News correcting it to ""BERNARD Sanders"" with the same anger and cadence that they say ""Barack HUSSEIN Oba…",0
"Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate �� --&gt; http://t.co/6WIztltokv http://t.co/aHgh2Cb4mg""",0
"Every @tedcruz answer at #GOPDebate: 50 sec of ""everyone is corrupt and/or immoral and everything stinks,"" followed by 10 sec of ""not me.""",0
Glad to see SOMEBODY fact-checking #GOPDebate. #Fox let lies slide last night &amp; rest of #media not much better.  https://t.co/R8bBw43Z2c,0
RT @JohnLibertyUSA: The most amazing outcome of the #GOPdebate is that @MeganKelly still has a job at @FoxNews. Most pathetic moderator eve…,0
RT @thehumangraham: How the hell do people come to the conclusion that @realDonaldTrump won the debate by a landslide !! #StandWithRand #GO…,0
"@OnBakerStreet @FrankLuntz @maxwelltani
I dont watch debates with intent of letting moderators direct my vote. Total sham. #GOPDebate",0
"RT @tweetybirdnerd: #RonPaul proved at the #GOPDebate
That he isn't ready or qualified to be
#POTUS",0
RT @DaneCook: This just in... God leading in the polls after the #GOPDebate,0
RT @bourgeoisalien: When are they going to have the swimsuit competition? #GOPDebate,0
"RT @PennBat: ""We fought the teachers union""--.@ChrisChristie ...and how did that improve New Jersey schools? #BATsAsk #GOPDebate .@NJBatsa",0
".@hardball_chris Whines about No Voter ID, Issues Moms 'Care About' in #GOPDebate  http://t.co/HAHrepIUkT",0
So we have Americans getting beheaded overseas and @megynkelly is worried whether @realDonaldTrump calls Rosie O'Donnell fat? #GOPDebate,0
".@realDonaldTrump mightn't have declared bankruptcy, but now that corporations are people, his corporate offspring have #GOPDebate",0
RT @jjauthor: I just have to say I like @megynkellybut but she has gone over the top. She was trying to be the star instead of the candidat…,0
"RT @PamelaGeller: Ben Carson: ""There are no politically correct wars."" #amen #GOPDebate",1
RT @PresidentMadan: This comes as a generalization but most Americans care too much about eloquence and not enough about substance. #GOPDeb…,0
"#GOPDebate @tedcruz is it really worth mentioning the Reagan thing? you know correlation and causation are 2 different things, right?",0
#GOPDebate had more action than the Manny vs Mayweather fight,1
RT @dawnintheworld: #BATsAsk @RealBenCarson Can you do some quick brain surgeries before the curtain goes down on tonight's #GopDebate?  @B…,0
RT @NRO: If you missed the first few minutes of last night's #GOPDebate -- you have got to see this: http://t.co/Rlww9F1Ote,1
"Good job, you have just stooped to the level of the two biggest jack asses in ""Entertainment""👏🏼  #GOPDebate  https://t.co/unbe3HIn5V",0
Love how .@megynkelly BAITED .@realDonaldTrump with women question. Then he gave .@Rosie airtime she couldn't have paid for. #GOPDebate,0
RT @GrnEyedMandy: It is pretty terrifying that conservative women seem to be just fine with government controlling women's bodies.  #GOPDeb…,0
"""I never heard the word income equality, climate change, voting rights."" via @BarbaraBoxer #GOPDebate",0
I think after the #GOPDebate  last night it's official. Our election process has officially become a reality show! Trump/Kardashian 2016?,0
"RT @GetUpStandUp2: The vouchers create conditions of corruption, @jebbush.  They have have re-segregated schools! #BATSask #GOPdebate http:…",0
Preview of Donald Trump tonight at the #GOPDebate (Vine by @CaseyBake16) https://t.co/KqJCtDAuqf,0
RT @hemantmehta: You have to admit: That was more entertaining than any episode of The Apprentice. #GOPDebate,1
#ChrisChristie and #CarlyFiorina what a team they'd make! #GOPDebate #Election2016,1
"RT @NARAL: ""@scottwalker, given your record in Wisconsin, why should voters believe you?"" Great question, #GOPDebate.",1
Time to watch the white devil hoopla...I mean the #GOPdebate,0
Trump is like napalm sprayed over all the other candidates. #GOPDebate,1
RT @NancyOsborne180: #GOPDebate #BATsAsk Same old talking points. Why no solutions beyond cutting taxes for rich? http://t.co/JwdCZYYPwm,0
RT @HRC: For too long outdated ban has discriminated against qualified transgender Americans who simply want to serve their country #GOPDeb…,0
2016 bender starts now #SkimmLife #GOPDebate http://t.co/S1aKZ2OC7i via @theSkimm,0
I like Carly Fiorina. I hope she continues to get more air time. She's much better than some of the front runners. #GOPDebate,1
RT @TheBardockObama: Is this a debate or a comedy central roast? #GOPDebate,0
"After watching back, I will say, while not fans of theirs by any means, I thought the Fox News panel was very fair last night. #GOPDEbate",1
RT @KatiePavlich: Audience loves Carson #GOPDebate,1
"RT @bourgeoisalien: This is the most fucked up production of ""12 Angry Men"" I've ever seen. I assume Quentin Tarantino directed it?  #GOPDe…",0
"@ericbolling ppl say @realDonaldTrump needs specifics. so, WHY did #GOPDebate panel give all THOSE type of questions to opponents?! RIGGED!",1
Love this! Hilarious. #GOPDebate @realDonaldTrump  https://t.co/gKdaQXMum2,0
"At least the Fox moderators didn't ask Republican candidates what they weere going to do about Global Warming.
#GOPDebate",0
I love how @megynkelly who holds the highest position of any media figure on Fox is asking questions about a Repub war on women #GOPDebate,0
"As funny as Twitter was last night during the #GOPDebate it is fucking scary that this is one half of the selection, for the POTUS! #newlow",0
Advice to #GOP candidates in order of how I think they finished 3rd place Ben Carson you'rve been noticed flesh it out  #gopdebate #tcot #p2,0
"Before we give @megynkelly credit for bad-ass questions, let's be real: It was all pre-written by FOX to frame the debate. #GOPDebate",0
RT @FrankTheDoorman: The winner of the #GOPDebate is anyone who didn't watch.,0
#GOPDebate you can't lie in 2015. you just can't Twitter exists. Google exists. jfc,0
"@realDonaldTrump Calling someone a fat pig isn't about ""tone"" #GOPDebate  https://t.co/2B39l6KSbD",0
Fact checking is always my favorite part of the debates! Do most presume politicians' words are truthful? Scary. #GOPDebate,0
Donald Trump reminds me of Frank Underwood from @HouseofCards. Nothing good can come from this. #huffpost #GOPDebate #politricks,0
Received a call from @realDonaldTrump begging me to watch #GOPDebate &amp; judge him over performance he put in.,0
"RT @zellieimani: Ben Carson never being talked about in elementary schools during Black History Month ever again, dawg. #GOPDebate",0
RT @peddoc63: I loved❤️@RealBenCarson said he doesn't see race because he's a neurosurgeon! Person's skin doesn't make them who they are! A…,1
"RT @scottsigler: Looks like Wheaton's Law ""Don't be a dick"" doesn't apply to people Tweeting about #GOPDebate. Then again, does it ever cou…",0
.@IvankaTrump Call your father out re: comments about @Rosie. Supposedly he listens to you. SHAMEFUL. You've got daughters. #GOPDebate,0
RT @jenniferweiner: So Trump is proud of making money in Atlantic City? Or proud of filing for bankruptcy and leaving? #GOPDebate,0
RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate. Stupid is as stupid does. http://t.co/TjvtUWVt6E,0
"Tell me @marklevinshow, when are you going to moderate a #GOPDebate? It's the only chance to give conservatives a fair shake. #FauxNews",0
Gawd forbid any of the GOP candidates win in 2016. As a woman I fear for women if any of those men take power. #GOPDebate,0
"The #GOPDebate ratings were huge, which appeared to hurt broadcast: http://t.co/DRn2BHOhII",1
"RT @Wolfrum: It seems that the #GOPDebate was kinda dull cause candidates being plain ol' racist, sexist warmongers just doesn't do it anym…",0
"Babara Boxer running a CHECK on Carly Fiorina and her record in Calif. Outsourcing jobs, lining her pockets w/$$$, corp welfare #GOPDebate",1
RT @peoplefor: Here's what Mike Huckabee's anti-choice remarks from last night really mean: http://t.co/xcVekaU2bl #GOPdebate,0
RT @hipsterocracy: If I wanted to watch this many white men that hate women talk I'd have gone to an open mic. #GOPDebate,0
Wonder if @Megynkelly is as smug this morning....  Debbie Wasserman Schultz reacts to the #GOPdebate... https://t.co/oCNo5mPgUh @foxnews,0
RT @JimKilbane: #unions #teamsters #walker16 #GOPDebate here's the facts. Check them out. http://t.co/tg2eIAbIfM,1
"RT @anna_strophe: Paul: ""I want to collect more records from terrorists, but less ... from innocent Americans.""
PERFECT INFORMATION IS NOT …",0
"RT @FrankLuntz: Tonight’s biggest winner may have very well been @CarlyFiorina.

#GOPDebate",1
"""@ThePatriot143:  this is hilarious!
http://t.co/u9rfFMqPtU #GOPDebate #GOPDebate2016 http://t.co/mSdyK7NUJt""",0
"One thing in the debate was evident, apart from Trump, Rand Paul is the most absurd choice for a candidate. #GOPDebate",0
Like you could have told me that the #GOPDebate was hosted by @TheOnion and I would have totally believed it. #GOPClownCar,0
"Loop, baffled by the #GOPDebate refusal to address climate change @darth http://t.co/BC9cAhhHJL",0
"RT @DeadLioness: Ironic that they pronounce it ""I-ran""  #GOPDebate",0
RT @forgedbytrials: @rushlimbaugh notes @CarlyFiorina nails it. @TheDemocrats are a dangerous #AssaultWeapon on #USA #TCOT #GOPDebate   htt…,0
RT @_HankRearden: Trump haters seem especially mad today. I wonder why lol? Whiny little bitches should get over it. #GOPDebate,0
RT @BOUNCE_COMIC: Black folks looking at @BenCarson2016 like... #GOPDebate http://t.co/PU672WgzYm,0
@ScottWalker #GOPDebate #held your own!  Although a debacle for #FoxNews,1
To me it looked like Jeb doing Ferrell doing W. #GOPDebate,0
My take on the #GOPDebate . @realDonaldTrump talked too much about how great he is zero on his plan. @SenTedCruz didn't get to talk enough.,0
RT @tedcruz: A little #GOPDebate prep with my two best advisers. #CruzCrew http://t.co/nICXayCSI4 http://t.co/fA4EQQhFW1,1
@JohnKasich No where in the bible does it say God gives unconditional love. His love is very conditional &amp; depends on r behavior #gopdebate,0
"@realDonaldTrump @FrankLuntz Mr. Trump, do you have any idea how unhinged, bitter, vindictive, and petty you sound with this? #GOPDebate",0
Best thing about last night's #GOPDebate? Following along w @latinovictoryus hashtag #LatinosListen. Gr8 comments by engaged Latino voters.,1
"RT @BlackPearlMoi: DeclarationOfIndependence mentions
3 Rights:
Life,Liberty&amp;thePursuitOfHappiness. 
#GOPDebate reveals denial4someOfUS! ht…",0
"I can think of at least 1 person @CarlyFiorina shld've replaces. Was @JebBush even on the #GOPDebate stage? 😕

#tcot http://t.co/PP1S25CVyM",0
RT @dannyfratella: mortified by the ignorance of the republican frontrunners. who in their right mind would let one of these clowns run a c…,0
RT @mattymonsterz: I AM SCREAMING 💀💀💀💀 #GOPDebate http://t.co/yrsGber2nG,0
"RT @allisonkilkenny: This is basically what the GOP is always saying, but stripped down, minus the euphemisms #GOPDebate",0
"if I have to see one more fucken #GOPDebate email, txt, or post I will break my computer in half. dont give these idiots the time of day",0
RT @SeaBassThePhish: What if Donald Trump has been a liberal this whole time and he's just running to prove how stupid the GOP is? #GOPDeba…,0
"So,we can poke at #trump for the nasty things he said to Rosie in the past but, who hadn't shot off their mouth?#skeletons anyone?#GOPDebate",0
#GOPDebate Maybe they were right to try &amp; destroy Obama in 1st term. It's hard to imagine being led automatically by an old White guy.,0
"Megyn Kelly played footies with Debbie Washerwoman Schultz. She attempted to take out Donald Trump. 
#Foxnews
#Gopdebate",1
IF I YELL LOUDER THAN MAN I AM BETTER MAN #GOPDebate,0
"So @realDonaldTrump calls women fat pigs disgusting animals. Sez just kidding, we're having fun.  What's this we, white man? #GOPDebate",0
I just finished reading @BuckSexton 's #GOPDEBATE tweets and still laughing until now. Very entertaining (:,1
RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate who side is this turd on????????????????????????????????????????????????????? http:…,0
RT @Schwabcycler: “@megynkelly focus group picks Huckabee comment on Pres. #Obama &amp; Iran as top moment of #GOPDebate.” says a lot about tha…,0
"WOW. The ratings for last night's #GOPDebate are jaw dropping. Nielsen says 16.0 nationwide, most watch debate ever.",1
"After last night's #GOPDebate, I think it's clear that #JohnMcCain is the Aegon Targaryen of the #Republican Party.
#GameofThrones",0
RT @ahzoov: File this under: Subjects Overlooked in the #GOPDebate http://t.co/L4X9stUjVM,0
"@Salon @AntarianRani - It's sinking in with the #GOP: can't keep blaming the Dems, so they direct frustrations at each other. #GOPDebate",0
"RT @AmyMek: ""If you don't get the Military Right, nothing else is going 2 work…"" - Carson. This is exactly why Obama attacks our Military! …",0
RT @minasmith64: You're behaving like a dumb #Feminist when you blame Misogyny for person's  response to your unwarranted attacks. #GOPDeba…,0
"The #GOPdebate showed that the GOP candidates are out of touch with workers, women, people of color and basically anyone not rich.",0
"RT @impetu4: Can we also compare and talk how many minority American citizens have died due to ""self-defense""? #GOPDebate",0
"If @megynkelly is a bimbo, as @realDonaldTrump says, shouldn't he have had a super easy time answering her questions? #GOPDebate",0
"RT @BRios82: ""Conservatives want live babies so they can raise them to be dead soldiers."" -George Carlin #GOPDebate",0
RT @saramarietweets: Trump isn't a career politician either &amp; I like him. Carson just lacks the experience and knowledge. @jaxnmelody @GOP …,1
"Rubio might be my new pick for president, he gave some really intellgent answers last night #GOPDebate",1
@FoxNews @marcorubio after the #GOPDebate it seems that God has punished you...,0
"RT @eurorabbit: Only a #Cuckservative would dodge giving Megyn Kelly an earful on #WhiteGenocide
#GOPDebate #SmackDown #NRx #tcot http://t.…",1
"Why does Christie keep saying he was appointed as US Atty Sept 10? He was appt in December of that year. Come on, dude #GOPDebate",0
@Davids_Brain All that talk abt pro-life &amp; not 1 suggestion on what to do w/ forced birth babies. The poor get poorer. #prochoice #GOPDebate,0
A takeaway from last night's #GOPDebate: Sen. #RandPaul doesn't belong in the heavyweight division #NotReadyForPrimeTime,0
The #GOPDebate last night was everything I hoped for and more. The internet will be amazing for weeks. #GOPClownCar,1
"It must be awful living with the paranoid worldview presented at the #GOPDebate.  These guys need therapy, not public office.",0
Trump haters seem especially mad today. I wonder why lol? Whiny little bitches should get over it. #GOPDebate,1
7 Disturbing Megyn Kelly Moments On Race https://t.co/Mmh7abJQK5 #topprog #GOPDebate,0
RT @MarkMMcClain: The Left always tells us of whom they are most afraid. #GOPDebate  https://t.co/ib6o7f755V,0
RT @ItsShoBoy: #GOPDebate’s Biggest Winners–And Losers http://t.co/wMmnx3AjGE Latin@s Think All @GOP Lost Because #ImmigrationReform #TNTVo…,0
"RT @zackisthe: Just a few things not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
I…",0
RT @peddoc63: This is why @realDonaldTrump is polling so high! Got it👉🏾LIARS✔️ @jimlibertarian @MaydnUSA #GOPDebate @CarmineZozzora http://…,0
"RT @rachelheldevans: #GOPDebate: Plague of political correctness keeps us from torturing prisoners and calling women ""fat pigs"" &amp; human bei…",0
RT @ilirprogri: @FoxNews @lizpeek @realDonaldTrump is highly adaptable! He will improve more than anyone else from the #GOPDebate #Inconsis…,1
RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate What a Koch http://t.co/mrhu93tQDM,0
RT @BitchestheCat: No rapists in my backyard. Sorry @realDonaldTrump #GOPDebate #bitches2016 #AmericaMeow http://t.co/n6o8SY2231,0
"RT @RedStateJake: Hey @FoxNews - keep that degenerate @DWStweets FAR away from ANY #GOPDebate.

#tcot #ccot #ycot #tlot 
#PJNET #icon http:…",0
"RT @tanvi_madan: For the umpteenth time — Iran is not an Apple product. ih-raan not iRan.
#GOPDebate",0
@JohnKasich #GOPDebate #Out Answer on gay marriage was best ever for Dems and Repubs alike. Gets Independents like me 2 look his way.,1
Because we can't make up this shit. #GOPDebate #lol,0
I think @_Hetrick in particular would like this @latimes entertainment take on #GOPDebate http://t.co/eecRwTlkEl,0
RT @pattonoswalt: Dear Dr. Ben Carson: A CANTICLE FOR LEIBOWITZ is not a hopeful vision of the future. #tithing #GOPDebate,0
"RT @therightswrong: Head Of #RandPaul SuperPAC Indicted With 3 #RonPaul Staffers, Helped Pay Off state senator for endorsement #GOPDebate
h…",0
"RT @VishalDisawar: Dear @FoxNews, how about you stop using the word 'illegal' when talking about immigration. No human being is illegal. #G…",0
RT @MzDivah67: Obamacare suppresses wages and kills jobs? #JebBush #GOPDebate http://t.co/eha7FscJgX,0
"To Walker, Cruz and Carson: You didn't take swipes at anyone in #GOPDebate. That just makes you look sad and lonely: http://t.co/mTuIDQhR8C",0
"RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate ""Stupid is as stupid does"". Quote Forest Gump. http://t.co/cukNlvtoSi",0
"RT @saramarietweets: You should've made @realDonaldTrump answer about God, @FoxNews @megynkelly @BretBaier. That's crappy that u didn't. #G…",0
RT @secretcabdriver: Because EVERYTHING he says is a lie. #tcot #GOPDebate #p2 https://t.co/snDQwf6cLC,0
"RT @peddoc63: God has blessed Republican Party with good candidates. Democrats can't find one! @marcorubio #GOPDebate ""@ChadHarvey7 http://…",1
#GOPDebate @realDonaldTrump got the most time out of all the other ten people. #isthisajoke #DonaldTrump,0
"RT @joegarofoli: The party of business? Word ""technology"" not mentioned once at #GOPDebate http://t.co/gQtdMHvn21 via @sfchronicle http://t…",0
RT @TheBaxterBean:  Fact: Scott Walker Lies More Often Than He Tells The Truth http://t.co/DY4Jz3x9pi #GOPDebate http://t.co/ZLo08jtFnR,0
RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate Facts are facts people. http://t.co/IEYSqoZDwD,0
"For someone who doesn't care who he offends, really gets offended easily... #GOPDebate #talkingaboutyoutrump @megynkelly",0
#Rubio said he was worried about all the people who can't get in. How about worrying about those born here 4a change #GOPDebate #tcot,0
#GOPDebate #GOP #GOPClownCar Best video EVER !!!!!!  Night at the Roxbury with the @realDonaldTrump ! LOL ! https://t.co/uHq5vx44JW,1
"RT @sbthistle: #GOPDebate ""I think God's a pretty fair guy."" God's not a guy, Dr. Carson. Women as well as men are created in ""God's image.…",0
